13-10-2022 13:28;920750557;/start
13-10-2022 13:51;920750557;/start
13-10-2022 13:59;920750557;/start
13-10-2022 13:59;920750557;/start
13-10-2022 14:13;920750557;/start
13-10-2022 14:16;920750557;/start
13-10-2022 14:17;920750557;/start
13-10-2022 14:18;920750557;/start
13-10-2022 14:20:4S;920750557;/start
13-10-2022 14:20:4S;920750557;/start
13-10-2022 14:21:%;920750557;/start
13-10-2022 14:22:26;920750557;/start
13-10-2022 14:23;920750557;/start
13-10-2022 14:25;920750557;/start
13-10-2022 14:27;920750557;/start
13-10-2022 14:27;920750557;/start
13-10-2022 14:31;920750557;/start
